time,pos_0,pos_1,pos_2,vel_0,vel_1,vel_2
4.583333333333333010e-02,-5.983246005706590598e-01,1.434926219911792922e-01,1.434926219911792922e-01,8.012538126910606628e-01,9.896513868196702424e-01,9.896513868196702424e-01
4.999999999999999584e-02,-5.877852522924731371e-01,1.564344650402308690e-01,1.564344650402308690e-01,8.090169943749474513e-01,9.876883405951377704e-01,9.876883405951377704e-01
5.416666666666666158e-02,-5.771451900372336352e-01,1.693495038490245852e-01,1.693495038490245852e-01,8.166415551616789115e-01,9.855560590580777491e-01,9.855560590580777491e-01
5.833333333333332732e-02,-5.664062369248328288e-01,1.822355254921474432e-01,1.822355254921474432e-01,8.241261886220155874e-01,9.832549075639546166e-01,9.832549075639546166e-01
6.249999999999999306e-02,-5.555702330196021776e-01,1.950903220161282203e-01,1.950903220161282203e-01,8.314696123025452357e-01,9.807852804032304306e-01,9.807852804032304306e-01
6.666666666666666574e-02,-5.446390350150270843e-01,2.079116908177593148e-01,2.079116908177593148e-01,8.386705679454240503e-01,9.781476007338056888e-01,9.781476007338056888e-01
7.083333333333333148e-02,-5.336145159156115980e-01,2.206974350215010761e-01,2.206974350215010761e-01,8.457278217039732038e-01,9.753423205085126613e-01,9.753423205085126613e-01
7.499999999999999722e-02,-5.224985647159487989e-01,2.334453638559053912e-01,2.334453638559053912e-01,8.526401643540921782e-01,9.723699203976765570e-01,9.723699203976765570e-01
7.916666666666666297e-02,-5.112930860770521502e-01,2.461532930289930254e-01,2.461532930289930254e-01,8.594064115014526939e-01,9.692309097067544066e-01,9.692309097067544066e-01
8.333333333333332871e-02,-5.000000000000000000e-01,2.588190451025207395e-01,2.588190451025207395e-01,8.660254037844385966e-01,9.659258262890683122e-01,9.659258262890683122e-01
8.749999999999999445e-02,-4.886212414969549056e-01,2.714404498650742625e-01,2.714404498650742625e-01,8.724960070727971750e-01,9.624552364536472782e-01,9.624552364536472782e-01
9.166666666666666019e-02,-4.771587602596084055e-01,2.840153447039225898e-01,2.840153447039225898e-01,8.788171126619653828e-01,9.588197348681930521e-01,9.588197348681930521e-01
9.583333333333332593e-02,-4.656145203251114140e-01,2.965415749755709318e-01,2.965415749755709318e-01,8.849876374630418763e-01,9.550199444571866314e-01,9.550199444571866314e-01
9.999999999999999167e-02,-4.539904997395467490e-01,3.090169943749473958e-01,3.090169943749473958e-01,8.910065241883678988e-01,9.510565162951535312e-01,9.510565162951535312e-01
1.041666666666666574e-01,-4.422886902190013014e-01,3.214394653031615312e-01,3.214394653031615312e-01,8.968727415326882557e-01,9.469301294951056880e-01,9.469301294951056880e-01
1.083333333333333232e-01,-4.305110968082951350e-01,3.338068592337709029e-01,3.338068592337709029e-01,9.025852843498606282e-01,9.426414910921784296e-01,9.426414910921784296e-01
1.124999999999999889e-01,-4.186597375374281338e-01,3.461170570774929067e-01,3.461170570774929067e-01,9.081431738250812513e-01,9.381913359224841598e-01,9.381913359224841598e-01
1.166666666666666546e-01,-4.067366430758002083e-01,3.583679495453002128e-01,3.583679495453002128e-01,9.135454576426008666e-01,9.335804264972017430e-01,9.335804264972017430e-01
1.208333333333333204e-01,-3.947438563842672332e-01,3.705574375098362183e-01,3.705574375098362183e-01,9.187912101488983074e-01,9.288095528719242377e-01,9.288095528719242377e-01
1.249999999999999861e-01,-3.826834323650897818e-01,3.826834323650897263e-01,3.826834323650897263e-01,9.238795325112867385e-01,9.238795325112867385e-01,9.238795325112867385e-01
1.291666666666666519e-01,-3.705574375098362738e-01,3.947438563842671777e-01,3.947438563842671777e-01,9.288095528719242377e-01,9.187912101488983074e-01,9.187912101488983074e-01
1.333333333333333315e-01,-3.583679495453002684e-01,4.067366430758001528e-01,4.067366430758001528e-01,9.335804264972017430e-01,9.135454576426008666e-01,9.135454576426008666e-01
1.375000000000000111e-01,-3.461170570774929067e-01,4.186597375374281338e-01,4.186597375374281338e-01,9.381913359224841598e-01,9.081431738250812513e-01,9.081431738250812513e-01
1.416666666666666907e-01,-3.338068592337708473e-01,4.305110968082951906e-01,4.305110968082951906e-01,9.426414910921784296e-01,9.025852843498606282e-01,9.025852843498606282e-01
1.458333333333333703e-01,-3.214394653031614757e-01,4.422886902190013569e-01,4.422886902190013569e-01,9.469301294951056880e-01,8.968727415326882557e-01,8.968727415326882557e-01
1.500000000000000500e-01,-3.090169943749472292e-01,4.539904997395469155e-01,4.539904997395469155e-01,9.510565162951536422e-01,8.910065241883677878e-01,8.910065241883677878e-01
1.541666666666667296e-01,-2.965415749755707653e-01,4.656145203251115805e-01,4.656145203251115805e-01,9.550199444571866314e-01,8.849876374630417653e-01,8.849876374630417653e-01
1.583333333333334092e-01,-2.840153447039223678e-01,4.771587602596086275e-01,4.771587602596086275e-01,9.588197348681931631e-01,8.788171126619652718e-01,8.788171126619652718e-01
1.625000000000000888e-01,-2.714404498650739295e-01,4.886212414969552387e-01,4.886212414969552387e-01,9.624552364536473892e-01,8.724960070727969530e-01,8.724960070727969530e-01
1.666666666666667684e-01,-2.588190451025204619e-01,5.000000000000002220e-01,5.000000000000002220e-01,9.659258262890683122e-01,8.660254037844384856e-01,8.660254037844384856e-01
1.708333333333334481e-01,-2.461532930289926646e-01,5.112930860770523722e-01,5.112930860770523722e-01,9.692309097067545176e-01,8.594064115014524718e-01,8.594064115014524718e-01
1.750000000000001277e-01,-2.334453638559049748e-01,5.224985647159492430e-01,5.224985647159492430e-01,9.723699203976766681e-01,8.526401643540919562e-01,8.526401643540919562e-01
1.791666666666668073e-01,-2.206974350215006875e-01,5.336145159156118201e-01,5.336145159156118201e-01,9.753423205085127723e-01,8.457278217039730928e-01,8.457278217039730928e-01
1.833333333333334869e-01,-2.079116908177588707e-01,5.446390350150274173e-01,5.446390350150274173e-01,9.781476007338056888e-01,8.386705679454238282e-01,8.386705679454238282e-01
1.875000000000001665e-01,-1.950903220161277207e-01,5.555702330196026217e-01,5.555702330196026217e-01,9.807852804032305416e-01,8.314696123025449026e-01,8.314696123025449026e-01
1.916666666666668462e-01,-1.822355254921469436e-01,5.664062369248332729e-01,5.664062369248332729e-01,9.832549075639547276e-01,8.241261886220153654e-01,8.241261886220153654e-01
1.958333333333335258e-01,-1.693495038490240301e-01,5.771451900372340793e-01,5.771451900372340793e-01,9.855560590580778602e-01,8.166415551616785784e-01,8.166415551616785784e-01
2.000000000000002054e-01,-1.564344650402302028e-01,5.877852522924736922e-01,5.877852522924736922e-01,9.876883405951378814e-01,8.090169943749470072e-01,8.090169943749470072e-01
2.041666666666668850e-01,-1.434926219911785705e-01,5.983246005706596149e-01,5.983246005706596149e-01,9.896513868196703534e-01,8.012538126910602188e-01,8.012538126910602188e-01
2.083333333333335646e-01,-1.305261922200508795e-01,6.087614290087212110e-01,6.087614290087212110e-01,9.914448613738104932e-01,7.933533402912347210e-01,7.933533402912347210e-01
2.125000000000002442e-01,-1.175373974578368674e-01,6.190939493098345237e-01,6.190939493098345237e-01,9.930684569549264040e-01,7.853169308807445015e-01,7.853169308807445015e-01
2.166666666666669239e-01,-1.045284632676526243e-01,6.293203910498380571e-01,6.293203910498380571e-01,9.945218953682734009e-01,7.771459614569703467e-01,7.771459614569703467e-01
2.208333333333336035e-01,-9.150161866340157657e-02,6.394390019805853420e-01,6.394390019805853420e-01,9.958049275746617690e-01,7.688418320734590194e-01,7.688418320734590194e-01
2.250000000000002831e-01,-7.845909572784405539e-02,6.494480483301843243e-01,6.494480483301843243e-01,9.969173337331280749e-01,7.604059656000303757e-01,7.604059656000303757e-01
2.291666666666669627e-01,-6.540312923014210411e-02,6.593458151000696210e-01,6.593458151000696210e-01,9.978589232386035901e-01,7.518398074789768293e-01,7.518398074789768293e-01
2.333333333333336423e-01,-5.233595624294290483e-02,6.691306063588589037e-01,6.691306063588589037e-01,9.986295347545739443e-01,7.431448254773936890e-01,7.431448254773936890e-01
2.375000000000003220e-01,-3.925981575906761084e-02,6.788007455329424511e-01,6.788007455329424511e-01,9.992290362407230120e-01,7.343225094356848892e-01,7.343225094356848892e-01
2.416666666666670016e-01,-2.617694830787207702e-02,6.883545756937546889e-01,6.883545756937546889e-01,9.996573249755572599e-01,7.253743710122869670e-01,7.253743710122869670e-01
2.458333333333336812e-01,-1.308959557134329287e-02,6.977904598416809767e-01,6.977904598416809767e-01,9.999143275740070003e-01,7.163019434246534756e-01,7.163019434246534756e-01
2.500000000000003331e-01,9.992007221626408864e-16,7.071067811865482389e-01,7.071067811865482389e-01,1.000000000000000000e+00,7.071067811865467956e-01,7.071067811865467956e-01
2.541666666666669849e-01,1.308959557134540229e-02,7.163019434246549189e-01,7.163019434246549189e-01,9.999143275740070003e-01,6.977904598416794224e-01,6.977904598416794224e-01
2.583333333333336368e-01,2.617694830787407542e-02,7.253743710122882993e-01,7.253743710122882993e-01,9.996573249755572599e-01,6.883545756937533566e-01,6.883545756937533566e-01
2.625000000000002887e-01,3.925981575906949822e-02,7.343225094356861105e-01,7.343225094356861105e-01,9.992290362407229010e-01,6.788007455329411188e-01,6.788007455329411188e-01
2.666666666666669405e-01,5.233595624294468118e-02,7.431448254773947992e-01,7.431448254773947992e-01,9.986295347545738332e-01,6.691306063588575714e-01,6.691306063588575714e-01
2.708333333333335924e-01,6.540312923014388047e-02,7.518398074789779395e-01,7.518398074789779395e-01,9.978589232386034791e-01,6.593458151000682887e-01,6.593458151000682887e-01
2.750000000000002442e-01,7.845909572784572072e-02,7.604059656000313749e-01,7.604059656000313749e-01,9.969173337331279638e-01,6.494480483301831031e-01,6.494480483301831031e-01
2.791666666666668961e-01,9.150161866340311700e-02,7.688418320734600186e-01,7.688418320734600186e-01,9.958049275746616580e-01,6.394390019805842318e-01,6.394390019805842318e-01
2.833333333333335480e-01,1.045284632676541647e-01,7.771459614569713459e-01,7.771459614569713459e-01,9.945218953682732899e-01,6.293203910498369469e-01,6.293203910498369469e-01
2.875000000000001998e-01,1.175373974578382968e-01,7.853169308807452786e-01,7.853169308807452786e-01,9.930684569549261820e-01,6.190939493098335245e-01,6.190939493098335245e-01
2.916666666666668517e-01,1.305261922200522118e-01,7.933533402912354981e-01,7.933533402912354981e-01,9.914448613738103822e-01,6.087614290087202118e-01,6.087614290087202118e-01
2.958333333333335036e-01,1.434926219911797640e-01,8.012538126910608849e-01,8.012538126910608849e-01,9.896513868196701313e-01,5.983246005706587267e-01,5.983246005706587267e-01
3.000000000000001554e-01,1.564344650402313130e-01,8.090169943749476733e-01,8.090169943749476733e-01,9.876883405951376593e-01,5.877852522924728040e-01,5.877852522924728040e-01
3.041666666666668073e-01,1.693495038490250015e-01,8.166415551616791335e-01,8.166415551616791335e-01,9.855560590580776381e-01,5.771451900372333021e-01,5.771451900372333021e-01
3.083333333333334592e-01,1.822355254921478040e-01,8.241261886220158095e-01,8.241261886220158095e-01,9.832549075639545055e-01,5.664062369248326068e-01,5.664062369248326068e-01
3.125000000000001110e-01,1.950903220161285812e-01,8.314696123025453467e-01,8.314696123025453467e-01,9.807852804032304306e-01,5.555702330196019556e-01,5.555702330196019556e-01
3.166666666666667629e-01,2.079116908177596201e-01,8.386705679454241613e-01,8.386705679454241613e-01,9.781476007338055778e-01,5.446390350150268622e-01,5.446390350150268622e-01
3.208333333333334147e-01,2.206974350215012148e-01,8.457278217039733148e-01,8.457278217039733148e-01,9.753423205085126613e-01,5.336145159156114870e-01,5.336145159156114870e-01
3.250000000000000666e-01,2.334453638559056132e-01,8.526401643540922892e-01,8.526401643540922892e-01,9.723699203976765570e-01,5.224985647159486879e-01,5.224985647159486879e-01
3.291666666666667185e-01,2.461532930289931087e-01,8.594064115014526939e-01,8.594064115014526939e-01,9.692309097067544066e-01,5.112930860770520392e-01,5.112930860770520392e-01
3.333333333333333703e-01,2.588190451025209060e-01,8.660254037844387076e-01,8.660254037844387076e-01,9.659258262890682012e-01,4.999999999999998890e-01,4.999999999999998890e-01
3.375000000000000222e-01,2.714404498650742625e-01,8.724960070727970640e-01,8.724960070727970640e-01,9.624552364536472782e-01,4.886212414969549611e-01,4.886212414969549611e-01
3.416666666666666741e-01,2.840153447039227008e-01,8.788171126619653828e-01,8.788171126619653828e-01,9.588197348681930521e-01,4.771587602596084055e-01,4.771587602596084055e-01
3.458333333333333259e-01,2.965415749755708763e-01,8.849876374630417653e-01,8.849876374630417653e-01,9.550199444571866314e-01,4.656145203251115250e-01,4.656145203251115250e-01
3.499999999999999778e-01,3.090169943749473958e-01,8.910065241883677878e-01,8.910065241883677878e-01,9.510565162951535312e-01,4.539904997395468045e-01,4.539904997395468045e-01
3.541666666666666297e-01,3.214394653031614202e-01,8.968727415326882557e-01,8.968727415326882557e-01,9.469301294951056880e-01,4.422886902190014680e-01,4.422886902190014680e-01
3.583333333333332815e-01,3.338068592337708473e-01,9.025852843498605171e-01,9.025852843498605171e-01,9.426414910921784296e-01,4.305110968082952461e-01,4.305110968082952461e-01
3.624999999999999334e-01,3.461170570774927402e-01,9.081431738250811403e-01,9.081431738250811403e-01,9.381913359224842708e-01,4.186597375374283558e-01,4.186597375374283558e-01
3.666666666666665853e-01,3.583679495453001018e-01,9.135454576426008666e-01,9.135454576426008666e-01,9.335804264972018540e-01,4.067366430758003748e-01,4.067366430758003748e-01
3.708333333333332371e-01,3.705574375098359408e-01,9.187912101488981964e-01,9.187912101488981964e-01,9.288095528719243488e-01,3.947438563842675663e-01,3.947438563842675663e-01
3.749999999999998890e-01,3.826834323650893377e-01,9.238795325112865164e-01,9.238795325112865164e-01,9.238795325112869605e-01,3.826834323650902259e-01,3.826834323650902259e-01
3.791666666666665408e-01,3.947438563842669002e-01,9.288095528719241267e-01,9.288095528719241267e-01,9.187912101488984185e-01,3.705574375098366069e-01,3.705574375098366069e-01
3.833333333333331927e-01,4.067366430757997087e-01,9.335804264972015210e-01,9.335804264972015210e-01,9.135454576426010886e-01,3.583679495453008235e-01,3.583679495453008235e-01
3.874999999999998446e-01,4.186597375374276897e-01,9.381913359224839377e-01,9.381913359224839377e-01,9.081431738250814734e-01,3.461170570774934618e-01,3.461170570774934618e-01
3.916666666666664964e-01,4.305110968082945799e-01,9.426414910921782075e-01,9.426414910921782075e-01,9.025852843498608502e-01,3.338068592337715135e-01,3.338068592337715135e-01
3.958333333333331483e-01,4.422886902190008018e-01,9.469301294951054659e-01,9.469301294951054659e-01,8.968727415326885888e-01,3.214394653031621418e-01,3.214394653031621418e-01
3.999999999999998002e-01,4.539904997395461939e-01,9.510565162951533091e-01,9.510565162951533091e-01,8.910065241883681209e-01,3.090169943749481174e-01,3.090169943749481174e-01
4.041666666666664520e-01,4.656145203251108589e-01,9.550199444571864094e-01,9.550199444571864094e-01,8.849876374630420983e-01,2.965415749755715424e-01,2.965415749755715424e-01
4.083333333333331039e-01,4.771587602596077393e-01,9.588197348681928300e-01,9.588197348681928300e-01,8.788171126619657159e-01,2.840153447039233670e-01,2.840153447039233670e-01
4.124999999999997558e-01,4.886212414969543505e-01,9.624552364536470561e-01,9.624552364536470561e-01,8.724960070727973971e-01,2.714404498650749287e-01,2.714404498650749287e-01
4.166666666666664076e-01,4.999999999999992784e-01,9.659258262890680902e-01,9.659258262890680902e-01,8.660254037844390407e-01,2.588190451025215721e-01,2.588190451025215721e-01
4.208333333333330595e-01,5.112930860770512620e-01,9.692309097067541845e-01,9.692309097067541845e-01,8.594064115014531380e-01,2.461532930289940246e-01,2.461532930289940246e-01
4.249999999999997113e-01,5.224985647159481328e-01,9.723699203976763350e-01,9.723699203976763350e-01,8.526401643540927333e-01,2.334453638559063349e-01,2.334453638559063349e-01
4.291666666666663632e-01,5.336145159156105988e-01,9.753423205085124392e-01,9.753423205085124392e-01,8.457278217039738699e-01,2.206974350215021585e-01,2.206974350215021585e-01
4.333333333333330151e-01,5.446390350150263071e-01,9.781476007338054668e-01,9.781476007338054668e-01,8.386705679454246054e-01,2.079116908177603418e-01,2.079116908177603418e-01
4.374999999999996669e-01,5.555702330196012895e-01,9.807852804032302085e-01,9.807852804032302085e-01,8.314696123025459018e-01,1.950903220161294138e-01,1.950903220161294138e-01
4.416666666666663188e-01,5.664062369248319406e-01,9.832549075639543945e-01,9.832549075639543945e-01,8.241261886220162536e-01,1.822355254921485257e-01,1.822355254921485257e-01
4.458333333333329707e-01,5.771451900372326360e-01,9.855560590580775271e-01,9.855560590580775271e-01,8.166415551616795776e-01,1.693495038490258342e-01,1.693495038490258342e-01
4.499999999999996225e-01,5.877852522924722489e-01,9.876883405951375483e-01,9.876883405951375483e-01,8.090169943749481174e-01,1.564344650402320069e-01,1.564344650402320069e-01
4.541666666666662744e-01,5.983246005706580606e-01,9.896513868196700203e-01,9.896513868196700203e-01,8.012538126910614400e-01,1.434926219911805967e-01,1.434926219911805967e-01
4.583333333333329263e-01,6.087614290087196567e-01,9.914448613738102711e-01,9.914448613738102711e-01,7.933533402912359422e-01,1.305261922200528224e-01,1.305261922200528224e-01
4.624999999999995781e-01,6.190939493098329693e-01,9.930684569549261820e-01,9.930684569549261820e-01,7.853169308807457227e-01,1.175373974578390185e-01,1.175373974578390185e-01
4.666666666666662300e-01,6.293203910498362808e-01,9.945218953682731788e-01,9.945218953682731788e-01,7.771459614569717900e-01,1.045284632676549974e-01,1.045284632676549974e-01
4.708333333333328818e-01,6.394390019805836767e-01,9.958049275746615470e-01,9.958049275746615470e-01,7.688418320734604627e-01,9.150161866340383865e-02,9.150161866340383865e-02
4.749999999999995337e-01,6.494480483301824369e-01,9.969173337331278528e-01,9.969173337331278528e-01,7.604059656000319301e-01,7.845909572784655339e-02,7.845909572784655339e-02
4.791666666666661856e-01,6.593458151000677336e-01,9.978589232386033681e-01,9.978589232386033681e-01,7.518398074789783836e-01,6.540312923014460211e-02,6.540312923014460211e-02
4.833333333333328374e-01,6.691306063588570163e-01,9.986295347545738332e-01,9.986295347545738332e-01,7.431448254773953543e-01,5.233595624294552079e-02,5.233595624294552079e-02
4.874999999999994893e-01,6.788007455329405637e-01,9.992290362407229010e-01,9.992290362407229010e-01,7.343225094356866656e-01,3.925981575907021986e-02,3.925981575907021986e-02
4.916666666666661412e-01,6.883545756937526905e-01,9.996573249755572599e-01,9.996573249755572599e-01,7.253743710122888544e-01,2.617694830787491503e-02,2.617694830787491503e-02
4.958333333333327930e-01,6.977904598416789783e-01,9.999143275740070003e-01,9.999143275740070003e-01,7.163019434246553629e-01,1.308959557134612914e-02,1.308959557134612914e-02
4.999999999999994449e-01,7.071067811865462405e-01,1.000000000000000000e+00,1.000000000000000000e+00,7.071067811865487940e-01,1.837589179357618039e-15,1.837589179357618039e-15
5.041666666666660968e-01,7.163019434246530315e-01,9.999143275740070003e-01,9.999143275740070003e-01,6.977904598416814208e-01,-1.308959557134267704e-02,-1.308959557134267704e-02
5.083333333333327486e-01,7.253743710122863009e-01,9.996573249755573709e-01,9.996573249755573709e-01,6.883545756937553550e-01,-2.617694830787124088e-02,-2.617694830787124088e-02
5.124999999999994005e-01,7.343225094356843341e-01,9.992290362407230120e-01,9.992290362407230120e-01,6.788007455329431172e-01,-3.925981575906677123e-02,-3.925981575906677123e-02
5.166666666666660523e-01,7.431448254773929118e-01,9.986295347545739443e-01,9.986295347545739443e-01,6.691306063588596809e-01,-5.233595624294185011e-02,-5.233595624294185011e-02
5.208333333333327042e-01,7.518398074789760521e-01,9.978589232386037011e-01,9.978589232386037011e-01,6.593458151000703982e-01,-6.540312923014093838e-02,-6.540312923014093838e-02
5.249999999999993561e-01,7.604059656000295986e-01,9.969173337331281859e-01,9.969173337331281859e-01,6.494480483301852125e-01,-7.845909572784288966e-02,-7.845909572784288966e-02
5.291666666666660079e-01,7.688418320734581313e-01,9.958049275746618800e-01,9.958049275746618800e-01,6.394390019805864522e-01,-9.150161866340018879e-02,-9.150161866340018879e-02
5.333333333333326598e-01,7.771459614569695695e-01,9.945218953682735119e-01,9.945218953682735119e-01,6.293203910498390563e-01,-1.045284632676513475e-01,-1.045284632676513475e-01
5.374999999999993117e-01,7.853169308807435023e-01,9.930684569549265150e-01,9.930684569549265150e-01,6.190939493098357449e-01,-1.175373974578353686e-01,-1.175373974578353686e-01
5.416666666666659635e-01,7.933533402912338328e-01,9.914448613738107152e-01,9.914448613738107152e-01,6.087614290087223212e-01,-1.305261922200494085e-01,-1.305261922200494085e-01
5.458333333333326154e-01,8.012538126910592196e-01,9.896513868196705754e-01,9.896513868196705754e-01,5.983246005706609472e-01,-1.434926219911769607e-01,-1.434926219911769607e-01
5.499999999999992673e-01,8.090169943749461190e-01,9.876883405951381034e-01,9.876883405951381034e-01,5.877852522924749135e-01,-1.564344650402286208e-01,-1.564344650402286208e-01
5.541666666666659191e-01,8.166415551616775792e-01,9.855560590580781932e-01,9.855560590580781932e-01,5.771451900372356336e-01,-1.693495038490222260e-01,-1.693495038490222260e-01
5.583333333333325710e-01,8.241261886220143662e-01,9.832549075639550606e-01,9.832549075639550606e-01,5.664062369248347162e-01,-1.822355254921451395e-01,-1.822355254921451395e-01
5.624999999999992228e-01,8.314696123025439034e-01,9.807852804032309857e-01,9.807852804032309857e-01,5.555702330196042871e-01,-1.950903220161258056e-01,-1.950903220161258056e-01
5.666666666666658747e-01,8.386705679454226070e-01,9.781476007338062439e-01,9.781476007338062439e-01,5.446390350150293047e-01,-2.079116908177567336e-01,-2.079116908177567336e-01
5.708333333333325266e-01,8.457278217039718715e-01,9.753423205085132164e-01,9.753423205085132164e-01,5.336145159156137074e-01,-2.206974350214985781e-01,-2.206974350214985781e-01
5.749999999999991784e-01,8.526401643540908459e-01,9.723699203976772232e-01,9.723699203976772232e-01,5.224985647159511304e-01,-2.334453638559027544e-01,-2.334453638559027544e-01
5.791666666666658303e-01,8.594064115014513616e-01,9.692309097067550727e-01,9.692309097067550727e-01,5.112930860770543706e-01,-2.461532930289904719e-01,-2.461532930289904719e-01
5.833333333333324822e-01,8.660254037844372643e-01,9.659258262890689783e-01,9.659258262890689783e-01,5.000000000000024425e-01,-2.588190451025180749e-01,-2.588190451025180749e-01
5.874999999999991340e-01,8.724960070727958428e-01,9.624552364536480553e-01,9.624552364536480553e-01,4.886212414969572926e-01,-2.714404498650715980e-01,-2.714404498650715980e-01
5.916666666666657859e-01,8.788171126619640505e-01,9.588197348681938292e-01,9.588197348681938292e-01,4.771587602596109035e-01,-2.840153447039198698e-01,-2.840153447039198698e-01
5.958333333333324378e-01,8.849876374630405440e-01,9.550199444571874086e-01,9.550199444571874086e-01,4.656145203251138565e-01,-2.965415749755682673e-01,-2.965415749755682673e-01
5.999999999999990896e-01,8.910065241883665665e-01,9.510565162951545304e-01,9.510565162951545304e-01,4.539904997395494135e-01,-3.090169943749446202e-01,-3.090169943749446202e-01
6.041666666666657415e-01,8.968727415326870345e-01,9.469301294951065762e-01,9.469301294951065762e-01,4.422886902190038549e-01,-3.214394653031588667e-01,-3.214394653031588667e-01
6.083333333333323933e-01,9.025852843498592959e-01,9.426414910921794288e-01,9.426414910921794288e-01,4.305110968082978551e-01,-3.338068592337680718e-01,-3.338068592337680718e-01
6.124999999999990452e-01,9.081431738250800301e-01,9.381913359224852700e-01,9.381913359224852700e-01,4.186597375374309649e-01,-3.461170570774899646e-01,-3.461170570774899646e-01
6.166666666666656971e-01,9.135454576425996454e-01,9.335804264972028532e-01,9.335804264972028532e-01,4.067366430758030393e-01,-3.583679495452973818e-01,-3.583679495452973818e-01
6.208333333333323489e-01,9.187912101488969752e-01,9.288095528719254590e-01,9.288095528719254590e-01,3.947438563842702308e-01,-3.705574375098332207e-01,-3.705574375098332207e-01
6.249999999999990008e-01,9.238795325112855172e-01,9.238795325112879597e-01,9.238795325112879597e-01,3.826834323650926684e-01,-3.826834323650868397e-01,-3.826834323650868397e-01
6.291666666666656527e-01,9.288095528719230165e-01,9.187912101488996397e-01,9.187912101488996397e-01,3.705574375098392714e-01,-3.947438563842641801e-01,-3.947438563842641801e-01
6.333333333333323045e-01,9.335804264972006328e-01,9.135454576426021989e-01,9.135454576426021989e-01,3.583679495453032660e-01,-4.067366430757972107e-01,-4.067366430757972107e-01
6.374999999999989564e-01,9.381913359224829385e-01,9.081431738250826946e-01,9.081431738250826946e-01,3.461170570774961264e-01,-4.186597375374249697e-01,-4.186597375374249697e-01
6.416666666666656083e-01,9.426414910921773194e-01,9.025852843498620715e-01,9.025852843498620715e-01,3.338068592337740670e-01,-4.305110968082921374e-01,-4.305110968082921374e-01
6.458333333333322601e-01,9.469301294951045778e-01,8.968727415326896990e-01,8.968727415326896990e-01,3.214394653031646398e-01,-4.422886902189983593e-01,-4.422886902189983593e-01
6.499999999999989120e-01,9.510565162951524210e-01,8.910065241883695641e-01,8.910065241883695641e-01,3.090169943749508374e-01,-4.539904997395435293e-01,-4.539904997395435293e-01
6.541666666666655638e-01,9.550199444571856322e-01,8.849876374630435416e-01,8.849876374630435416e-01,2.965415749755743180e-01,-4.656145203251082498e-01,-4.656145203251082498e-01
6.583333333333322157e-01,9.588197348681920529e-01,8.788171126619670481e-01,8.788171126619670481e-01,2.840153447039259205e-01,-4.771587602596053523e-01,-4.771587602596053523e-01
6.624999999999988676e-01,9.624552364536462790e-01,8.724960070727989514e-01,8.724960070727989514e-01,2.714404498650779263e-01,-4.886212414969515749e-01,-4.886212414969515749e-01
6.666666666666655194e-01,9.659258262890673130e-01,8.660254037844404840e-01,8.660254037844404840e-01,2.588190451025244032e-01,-4.999999999999967248e-01,-4.999999999999967248e-01
6.708333333333321713e-01,9.692309097067535184e-01,8.594064115014545813e-01,8.594064115014545813e-01,2.461532930289966059e-01,-5.112930860770489305e-01,-5.112930860770489305e-01
6.749999999999988232e-01,9.723699203976757799e-01,8.526401643540940656e-01,8.526401643540940656e-01,2.334453638559089161e-01,-5.224985647159458013e-01,-5.224985647159458013e-01
6.791666666666654750e-01,9.753423205085117731e-01,8.457278217039754242e-01,8.457278217039754242e-01,2.206974350215049618e-01,-5.336145159156081563e-01,-5.336145159156081563e-01
